iter	time_sec
1	3.201591
2	3.314809
3	3.227524
4	3.170936
5	3.182842
6	3.244801
7	3.146288
8	3.238520
9	3.133796
10	3.205514
11	3.238466
12	3.282908
13	3.220696
14	3.217571
15	3.171768
16	3.177713
17	3.305046
18	3.148307
19	3.208723
20	3.217975
