iter	time_sec
1	2.661387
2	2.709658
3	2.685282
4	2.673218
5	2.776421
6	2.738675
7	2.748650
8	2.709984
9	2.746649
10	2.758800
11	2.698581
12	2.761396
13	2.873411
14	2.735713
15	2.770847
16	2.714152
17	2.711079
18	2.700379
19	2.724382
20	2.753372
