iter	time_sec
1	5.427520
2	5.482768
3	5.529336
4	5.528983
5	5.509626
6	5.564058
7	5.554121
8	5.433719
9	5.444018
10	5.655360
11	5.637559
12	5.489985
13	5.508137
14	5.544448
15	5.509792
16	5.550315
17	6.113392
18	5.506838
19	5.484546
20	5.573306
21	5.964267
22	6.014747
23	5.441005
24	5.516832
25	5.572010
26	5.512515
27	5.546765
28	5.587949
29	5.567247
30	5.566004
