iter	time_sec
1	5.217915
2	5.235426
3	5.264157
4	5.275755
5	5.490093
6	5.656561
7	5.335875
8	5.291809
9	5.506722
10	5.298332
11	5.238007
12	5.236180
13	5.565260
14	5.483452
15	5.257746
16	5.447229
17	5.269992
18	5.613851
19	5.248454
20	5.372116
21	5.568329
22	5.370055
23	5.277430
24	5.542057
25	5.245370
26	5.314584
27	5.325969
28	5.629992
29	5.257133
30	5.662710
